id redação,id prompt,redação,Sintaxe,Desvios,nota,Tema,Tipologia,Conclusão,Repertório,Pertinencia,Uso produtivo?,nota,Direção,Projeto de Texto,"Informações, fatos e opiniões",Contradição,nota,Elementos coesivos,Repetições,Inadequações,Monobloco?,nota,Direitos humanos,Aderência,Elementos,Condicional,nota
70.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['O Analfabetismo funcional no Brasil cresceu em uma proporção assustadora! Um país se faz com homens, livros e professores! Um país que tem a nona economia do planeta não pode aceitar 38 milhões de pessoas sem saber interpretar um texto simples da língua portuguesa e sem saber uma operação de matemática como normal. Porque isso é um crime! O problema existe e persiste e tem que ser solucionado. É dever constitucional educar cada cidadão deste país.', 'Quem tem a nona economia do mundo deve ter também no mínimo a nona colocação na qualidade da educação! O que está acontecendo é que, um erro no projeto educacional do governo Frenando Henrique Cardoso, que para ganhar verbas, exigiu da escola pública nacional que não houvesse mais reprovação. Claro que professores e educadores não concordaram com essa medida. Mas foram votos vencidos! O aluno jamais poderia passar para o próximo ano sem ter aprendido todo o conhecimento necessário para desenvolver na nova série ', 'Seu segundo mandato teve início no ano de 1999, e uma de suas marcas deste período foi a reforma feita na educação, através das Leis de Diretrizes e Bases da Educação, já criada desde 1996, além da criação de Parâmetros Curriculares para o Ensino Básico. Foi isso que acabou de acabar com a educação, e as consequências todos comprovam todos os dias. Depois veio o governo do PT que nada mudou nesse campo, todos sabem onde está o erro e por que não conserta? Foi na base que o governo errou! Todos os profissionais da educação sabem. Ninguém pode passar de ano sem saber ler e interpretar texto corretamente e nem as operações básicas de matemática se ele não aprende na base, ele não aprende mais.', 'O novo governo deve revogar urgente essa medida equivocada do governo FHC, não se pode fazer o mesmo com os que tiveram a educação prejudicada, mas, pode-se não errar mais com a escola de hoje. E não é militarizando as escolas, é preparando os profissionais para cuidar de cada aluno, cada necessidade, com competência e determinação. Para consertar essa pandemia basta o governo aprender a ouvir os educadores. Existem excelentes escolas no Brasil, quem cuida da educação é um educador, não dar para terceirizar esse setor. O que houve com a educação básica neste país foi um crime. Tem que fazer um projeto nacional para os analfabetos funcionais voltarem as salas de aulas e reaprenderem a aprender. O Brasil deve isso para todos, E para o alunado atual, não deve permitir que siga como está. A base é o alicerce, sem ela feita corretamente toda estrutura cai. A educação é a maior e melhor herança que um governo pode fazer pelo seu povo. A solução é, mude a base que tudo se edifica. Para resolver de verdade, sem paliativos e negligência. Basta o governo fazer da educação um direito e um dever de todos.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Poucas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
81.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['Segundo o filósofo Jean Jacques Rousseau, “o homem nasce livre e por toda parte encontra-se acorrentado”. Nesse viés, existem correntes em relação a educação brasileira que prendem os indivíduos a uma estagnação devido a persistência do analfabetismo funcional. Diante do exposto, surgem entraves, como o desinteresse e a dificuldade de acesso, que agravam essa problemática.', 'A priori, é notório que existe um grande desinteresse por parte dos alunos que acaba resultando em evasão escolar. Nesse contexto, conforme a Teoria da Tábula Rasa , de John Locke, “O homem é como uma tela em branco, que é preenchida por suas experiências e influências” . Diante disso, problemas como o bullying nas escolas, o modelo arcaico de ensino, e a falta de um ambiente acolhedor, levam muitos indivíduos a desistirem de frequentar a escola. Em vista disso, o aumento da abandono escolar liga-se diretamente com o analfabetismo funcional. Dessa forma, os não concluintes do ensino básico passam a ter um conhecimento limitado, que os prejudicam em vários aspectos, dentre eles o mercado de trabalho. ', 'Além disso, há fatores externos que intensificam esse problema, como as dificuldades de acesso à escola . Sendo assim, consoante a Teoria Darwiniana da Seleção Natural, somente os indivíduos mais adaptados sobrevivem. Paralelo a isso, a desigualdade de acesso influencia muito na evasão escolar, pois, a parte menos favorecida da população, para chegar em uma escola encontra muitas dificuldades, seja de transporte ou financeira, neste último caso sendo muitas vezes obrigada a trabalhar para ajudar no sustento da família. Dessa maneira, tem como consequência um atraso em relação a população privilegiada, o que se assemelha aos parâmetros da teoria da adaptação. ', 'Portanto, faz-se necessário que medidas sejam tomadas. Por conseguinte, o Ministério da Educação, por meio das escolas e das prefeituras de cada cidade brasileira, deve promover projetos que incentivem os alunos a continuarem nas escolas, além de cursos que atualizem os meios de aprendizagens, utilizando meios tecnológicos e dinâmicos, no intuito de preparar melhor os profissionais da educação para estimular a atenção e o gosto dos alunos. Outrossim, o governo federal deve investir mais nos transportes escolares, restaurar e fiscalizar o uso de auxílios como o bolsa escola, a fim de diminuir a evasão escolar. Para que assim, a persistência do analfabetismo funcional no Brasil seja minimizada.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
95.html,analfabetismo-funcional-no-brasil-por-que-esse-problema-ainda-persiste,"['Promulgada em 1988, a Constituição Federal a educação é considerada um direito fundamental de todo cidade brasileiro. No entanto, o que se observa na realidade é que grande parcela da população brasileira não usufrui desse direito de forma plena. Em The Handmaid’s Tale - Margaret Atwood apresenta uma realidade distópica em que as mulheres são proibidas desde crianças de lerem. Embora ficção, a obra de Atwood escancara que a incapacidade para leitura e interpretação, interfere no senso crítico dos cidadãos. Como consequência desta problemática destacam-se dois aspectos importantes: a falta de investimento em políticas que ampliem o acesso à alfabetização e a manipulação de informações como forma de controle idelógico. ', 'Primeiramente, é importante destacar que embora o Governo Federal tenha diminuído os índices de analfabetismo, fatores como: distância até a escola, falta de oferta de empregos e condições precárias das escolas, principalmente no interior do Brasil, apresentam-se como obstáculos para o desenvolvimento de uma educação plena e de qualidade . Conforme o pensador Thomas Hobbes, o Estado é responsável por garantir o bem-estar da população . Contudo, devido à inércia dos governantes e da falta de criação de políticas como investimento na qualificação dos professores, melhorias nas estradas de acesso, o analfabetismo ainda é uma realidade que assola a nossa população. ', 'Ademais, faz-se mister salientar que enquanto na condição de analfabeto funcional o cidadão encontra-se numa posição em que o senso crítico e a sua capacidade de entendimento e interpretação de textos e mensagens escritas, em áudio ou vídeo como sendo tendenciosas ou enviesadas é totalmente prejudicada. Essa deficiência pode ser utilizada em proveito de movimentos políticos para fins de manipulação da população. Durante o Terceiro Reich, por exemplo, a Alemanha nazista utilizou a propaganda como uma forma de controlar o pensamento e modular o comportamento da população, de forma a defender e apoiar o governo de Adolf Hitler, bem como suas ideias. ', 'Sendo assim, infere-se, portanto, que a diminuição das taxas de analfabetismo ainda é um grande desafio para o Brasil. Para amenizar este quadro, cabe à Câmara dos Deputados criar leis que obriguem o Estado a ampliar os programas de alfabetização, de modo a oferecer recursos financeiros, qualificação profissional dos educadores, melhoria estrutural das escolas, melhoria das estradas de acesso e refeição de qualidade . Só assim podemos nos distanciar da realidade criada por Atwood , com uma sociedade mais crítica e atuante e em pleno gozo dos seus direitos.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
103.html,autismo-desafios-para-a-inclusao,"['A série “The Good Doctor” conta a história de Shaun Murphy, um jovem médico com espectro autista, o qual frequentemente lida com situações preconceituosas, devido a sua condição psíquica ""anormal"". Fora das telas, a realidade brasileira não se difere do enredo ficcional, visto que indivíduos com esse transtorno psicossocial sofrem situações semelhantes e são minimamente incluídos na sociedade. Assim, aprofundam esse quadro tanto a falta de informações, como também a carência de investimentos para auxiliarem no tratamento e inclusão dessas pessoas.', 'Nesse contexto, vale ressaltar que a falta de informações sobre o autismo é um dos fatores que agravam essa problemática na sociedade. Indivíduos autistas possuem dificuldades de comunicação e de interação em diversos níveis, acabando por ser complexo estabelecer uma relação com eles, e dessa maneira, sem o conhecimento adequado diversas pessoas tendem a menosprezar esse grupo de sujeitos diferenciados . Logo, segundo o filósofo Immanuel Kant, o homem é fruto da educação que ele recebe, o entanto, à medida que a população brasileira tem desconhecimento de como tratar alguém com esse transtorno psíquico, a negligência que ocorre com esses cidadãos é recorrente. ', 'Ademais, a carência de investimentos por parte do governo no tratamento de autistas mostra-se como mais um dos fatores que acentua a falta de inclusão desses sujeitos. A Constituição Cidadã de 1988 garante à saúde como um direito inerente a todo cidadão, porém, aqueles que possuem autismo não conseguem ter acesso a tratamentos essenciais para o bem-estar deles, devido ao sistema de saúde ser precário com uma escassez de recursos por parte do Estado e da baixa remuneração e valorização dos profissionais especializados no tratamento de indivíduos com esse transtorno psicológico. Dessa forma, percebe-se que medidas necessitam de serem aplicadas, com o propósito de garantir os direitos e a inclusão de pessoas com esse transtorno. ', 'Infere-se, portanto, que ações sejam tomadas com o intuito de assegurar a inclusão de pessoas autistas na sociedade brasileira. Para isso, cabe ao Ministério da Saúde, órgão responsável por gerenciar a saúde pública no país, investir na contratação de profissionais especializados no tratamento de pessoas com esse condicionamento mental, para garantir o bem-estar deles e, além disso, deve, através de palestras realizadas em eventos presenciais e on-line, informar a população maneiras de se relacionar e ajudar a incluir socialmente cidadãos com essa condição neurológica. Desse modo, em um futuro próximo, a maioria daqueles que possuem autismo vão ser devidamente auxiliados e incluídos na sociedade como consta na Carta Magna.']",Sintaxe excelente,Max dois desvios,5,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso produtivo,5,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença expressiva de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
57.html,autismo-desafios-para-a-inclusao,"['Na obra ""Utopia"", do escritor inglês Thomas More, é retratada uma sociedade perfeita na qual o corpo social padroniza-se pela ausência de conflitos. No entanto, o que se observa na realidade contemporânea é o oposto do que o autor prega, uma vez que a inclusão de autistas no Brasil apresenta desafios, os quais dificultam a concretização dos planos de More. Esse cenário antagônico é fruto tanto do preconceito, quanto da ausência de medidas governamentais. Diante disso, torna-se fundamental a discussão desses aspectos a fim do pleno funcionamento da sociedade. ', 'Diante desse cenário, vale ressaltar como propulsor do problema o preconceito por parte da sociedade. Conforme é retratado na série ""The Good Doctor"", na qual o protagonista Doutor Shaun, é médico e portador do Transtorno do Espectro Autista (TEA), e luta diariamente contra o preconceito da sociedade, sobretudo em seu ambiente de trabalho. Analogamente, fora de ficção, isso ocorre atualmente no Brasil, não só agora, como também em gerações passadas, constanto assim o que Einstein afirmava ""É mais desintegrar um atómo do que o preconceito enraizado na sociedade"". ', 'Por outro lado, a negligência do Estado colabora com esse cenário crítico. Atualmente, há carência de políticas eficazes para a inserção de cidadãos com espectro de autismo em diversos âmbitos sociais, como trabalho, educação, vai de encontro com o objetivo das Nações Unidas, a qual estabeleceu que um dos principais direitos de um indivíduo é o tratamento igualitário, e é dever do Estado garantir que este venha a ser cumprido como afirma o filosófo Jhon Locke . Logo, é inadmissível que esse problema ainda ocorra nos dias atuais.', 'Portanto, pode-se perceber que o preconceito dificulta a erradicação do problema no país. Nesse âmbito, cabe ao Ministério da Educação juntamente com o Ministério da Saúde, orientar as pessoas sobre as características do transtorno autista, por meio de palestras ministradas por psicólogos voltados a toda a comunidade, com o intuito de romper as barreiras do preconceito criado pela ignorância. Desse modo, atenuar-se-á, em médio e longo prazo, o impacto nocivo da inclusão de autistas no Brasil e a coletividade se aproximará a Utopia de More. ']",Sintaxe excelente,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com algumas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Algumas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
32.html,autismo-desafios-para-a-inclusao,"['A Constituição federal de 1988, documento jurídico mais importante do país, prevê em seu artigo 5º, o direito à igualdade como inerente a todo cidadão brasileiro. Conquanto, tal prerrogativa não tem se reverberado com ênfase na prática quando se observa a inclusão dos portadores de autismo,dificultando,desse modo,a universalização desse direito social tão importante. Diante dessa perspectiva, faz-se imperiosa a análise dos fatores que favorecem seu quadro.', 'Em uma primeira análise, deve-se ressaltar a ausência de medidas governamentais para combater os desafios da inclusão dos portadores da síndrome. Nesse sentido,o campo social ainda aufere poucos investimentos para uma inclusão sólida. Essa conjuntura, segundo as ideias do filósofo contratualista John Locke, configura-se como uma violação do “contrato social”, já que o Estado não cumpre sua função de garantir que os cidadãos desfrutem de direitos indispensáveis, como a igualdade, o que infelizmente evidente no país. ', 'Ademais,é fundamental apontar o preconceito da sociedade como impulsionador da dificuldade da inclusão de autistas no Brasil. Segundo Mantoan (2003),“Inclusão é o privilégio de conviver com as diferenças”. Diante de tal exposto,nota-se que a inclusão também deve acontecer através da mudança de mentalidade dos indivíduos. Logo, é inadmissível que esse cenário continue a perdurar. ', 'Depreende-se, portanto, a necessidade de se combater esses obstáculos. Para isso, é imprescindível que os órgãos públicos, por intermédio de leis e campanhas publicitárias, atuem na quebra de barreiras que dificultam a inclusão – como a discriminação,preconceito e a ausência na variedade de leis inclusivas – a fim de promover a dissolução da problemática. Assim, tornar-se-á possível a construção de uma sociedade permeada pela efetivação dos elementos elencados na Magna Carta. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento de algumas informações, fatos e opiniões",Sem contradição grave,3,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
38.html,autismo-desafios-para-a-inclusao,"['O filósofo John Locke dissertou no contrato social que o Estado deve cumprir seu dever de garantir que os cidadãos desfrutem de seus direitos indispensáveis. No entanto, quando se trata da inclusão de autistas na sociedade brasileira é possível observar a negligência de seus direitos. Isso se dá, principalmente, pela omissão governamental quanto ao atendimento das necessidades básicas, como educação e saúde, além dos estigmas da população associados aos portadores de autismo.', 'Em primeira análise, é necessário destacar a ineficiência do Estado em promover acessibilidade para autistas. A teoria da Instituição Zumbi de Zygmount Bauman diz que as esferas do poder estão presentes na sociedade, mas não cumprem seu papel com eficácia. Assim como qualquer outro cidadão brasileiro, a pessoa portadora do Transtorno do Espectro do autismo (TEA) deve ter acesso aos seus direitos básicos, como saúde e educação, porém não é o que acontece na realidade. O menosprezo das instituições educacionais com a falta de estrutura e de profissionais qualificados para atender essa parcela da população permite a segregação de autistas, pois esses vão ter seu desempenho escolar afetado quando não conseguirem acompanhar o mesmo ritmo que os outros alunos, permitindo que muitos acabem desistindo de estudar . Assim como se vê necessário um atendimento de saúde público de qualidade, principalmente com especialistas em cuidado da saúde mental, visto que tratamentos particulares do TEA são extremamente caros e inacessíveis para grande parte da população autista . Tendo em vista essas colocações, é perceptível a violação da Constituição federal de 1988, pois essa garante que todos os cidadãos brasileiros devem ter acesso à saúde e educação de qualidade. ', 'Ademais, é possível associar os desafios para inclusão de autistas na sociedade verde-amarela ao preconceito sofrido por eles pelo próprio povo brasileiro. A série “Atypical” retrata a história de Sam, um adolescente autista, que em diversos locais, como na sua escola, no seu ambiente de trabalho e no transporte público, é violentado verbalmente pela falta de empatia das pessoas, até mesmo em seus momentos de crise. Fora da ficção, essa série retrata a realidade de muitos autistas, que são discriminados diariamente por pessoas desinformadas que pensam que eles são incapazes de realizar as mesmas tarefas que os demais. Essa falta de informação associada à ignorância de algumas pessoas danifica a inclusão de portadores do TEA em todas as esferas sociais, pois gera ambientes hostis para os autistas. É necessário, então, a criação de uma grande discussão social, a fim de promover informação para população e ambientes convidativos para que os autistas possam realizar suas tarefas com segurança. ', 'Portanto, urge a necessidade de medidas interventivas a fim de incluir os autistas em todos os âmbitos sociais. Sendo assim, o governo federal, na figura do Ministério da Educação, deve promover a qualificação de profissionais para o atendimento das necessidades e acompanhamento de portadores de autismo nas instituições educacionais, por meio de minicursos de capacitação com o objetivo de ensinar esses profissionais todas as medidas necessárias para atender essa parcela da população, além de proporcionar palestras com a presença de pais e alunos para difundir informações voltadas para o comportamento da comunidade com pessoas portadoras do TEA. Paralelamente, o Ministério da Saúde deve promover mais concursos a fim de obter um quadro maior de psicólogos e psiquiatras nos sistemas de saúde públicos, diminuindo a precariedade do acesso ao tratamento de saúde mental. Dessa forma, será possível que o contrato social, descrito por John Locke, seja respeitado, uma vez que o Estado estará cumprindo seu dever de garantir os direitos essenciais dos seus cidadãos.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso produtivo,5,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
40.html,autismo-desafios-para-a-inclusao,"['O autismo, atualmente denominado de Transtorno do Espectro Autista (TEA), foi descoberto na década de 1940, sendo na época considerado um tipo de síndrome. Desde então, com a realização de vários estudos, o autismo vem sendo caracterizado com uma condição psicomental que compromete a vida nomal de uma pessoa. Nesse parâmetro, segundo dados coletados em 2016 pelo Centro de preservação de doenças dos Estados Unidos, uma em cada 54 crianças de 8 anos tem autismo. Essa realidade, especialmente no Brasil tem suscitado várias preocupações dentre elas o desafio de garantir a inclusão dos auitistas em uma sociedade imbuída de barreiras socioestruturais. ', 'Em primeiro lugar, observa-se no aspecto social que o desconhecimento sobre o autismo tende a estigmatizar os sujeitos que apresentam esse transtorno. Culturalmente, a maioria das pessoas associa o TEA a doenças neurológicas graves. Tal concepção pode condicionar o isolamento desse indivíduo, pois parte-se do pressuposto que essa suposta gravidade os incapacita de socializarem com os demais. No entanto, pesquisas têm mostrado que o autismo apresenta vários níveis de intensidade que podem se manifestar ora no âmbito da linguagem da criança, ora no aspecto comportamental, não sendo necessariamente uma condição que a torne insociavel. Logo, a ausência de conhecimento sobre as peculiaridades do TEA pode dificultar a sua inclusão nos diversos espaços sociais. ', 'Ademais, deve-se considerar o fator estrutural envolvido no mecanismo de inserção do autista na comunidade, pois a sua inadequao ou mesmo inexistência pode prejudicar esse processo de inclusão. Essa questão vem sendo observada, principalmente na esfera educacional em que várias dificuldades são encontradas, como as levantadas pelo estudo realizado, em 2018, por pesquisadores da Universidade Federal de Pelotas com 19 professoras da rede municipal de Pelotas que apontaram a falta de conhecimento de meios pedagógicos adequados para promover a aprendizagem desses alunos, bem como a forma apropriada de avaliá-los no decorrer do processo educacional. ', 'Sendo assim, faz-se necessário ações que combatam essas barreiras impostas à inclusão dos autistas. Para tanto, o Ministério da educação deve desenvolver uma parceria com o Ministério da saúde e com as universidades públicas para criarem um programa de formação que oriente e auxiliem os professores quanto a forma de incluir esses alunos na sala de aula, preservando-lhes o seu direito à educação e uma rede de socialização para interagirem com outros sujeitos. Paralelamente, o Ministério da saúde deve realizar uma campanha de divulgação maciva sobre autismo com o objetivo de levar conhecimento para a população e, assim, sensibilizá-la em relação ao respeito e aceitação desses indivíduos em seu meio. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Repertório baseado nos textos motivadores,Pertinente ao tema,Com uso improdutivo,3,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Algumas repetições,Poucas inadequações,Não é um monobloco,3,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,4 elementos válidos,Não possui estrutura condicional,4
65.html,autismo-desafios-para-a-inclusao,"['Na série ""The Good Doctor – O Bom Doutor"", o protagonista Shaun Murphy, um médico autista, enfrenta a dificuldade de sua inclusão no hospital em que trabalha. Em relação com a ficção, várias pessoas que possuem esse transtorno neuropsicológico tentam ser incluídas na sociedade, mas não conseguem por serem consideradas ""diferentes"" das demais. Essa barreira não é combatida não só pela falta de políticas públicas a favor de pessoas autistas, mas também pelo preconceito devido à desinformação e facilidade de discurso de ódio por parte da população. ', 'Em primeira análise, é notório que a má direção governamental corrobora para a exclusão de autistas. Segundo Nicolau Maquiavel, a péssima coordenação de políticos tende a comprometer um bom vivenciamento entre pessoas que possuem algum distúrbio e as que não possuem. Vê-se no Brasil contemporâneo a realidade descrita pelo filósofo, onde cidadãos que apresentam disfunções são prejudicados pela falta de governança em prol da sua segurança e liberdade. ', 'Ademais, outro óbice a ser derrubado é o preconceito contra pessoas autistas. Durante a Guerra Fria, a internet foi criada com o objetivo de comunicação entre dois pontos distantes, mas o cenário atual distorce essa função cibernética, onde uns ”despejam” palavras de aversão e intolerância e outros não buscam informação em relação a transtornos cerebrais, o que enrijece quadros de repúdio e exclusão de pessoas autistas. ', 'Portanto, são essenciais medidas para a inclusão do autista na sociedade brasileira. Para isso, compete ao Ministério da Educação investir na melhoria da qualidade de ensino aos alunos em escolas públicas e privadas, caracterizando o papel essencial da pessoa autista no corpo social e contratando, por meio de concursos, professores e auxiliares especiais. Isso deve ser feito por meio de capital liberado pelo Tribunal de Contas da União — órgão que aprova e fiscaliza feitos públicos—, com o propósito de potencializar o atendimento a essas pessoas e oferecê-los o tratamento adequado. Ademais, palestras devem ser realizadas em espaços públicos sobre os malefícios da repressão e exclusão de cidadãos e da importância do acolhimento das pessoas vulneráveis. Assim, casos de segregação pública, como o de Shaun Murphy, ficarão apenas na memória. ']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
71.html,autismo-desafios-para-a-inclusao,"['O Transtorno do Espectro Autista (TEA), é uma condição que causa problemas nos processos de desenvolvimento social, de comunicação, de interação e da linguagem do indivíduo. Lamentavelmente os portadores dessa síndrome passam por diversas dificuldades para uma inclusão efetiva no âmbito social, principalmente nas escolas. Alguns dos desafios enfrentados por essa parte da população são a superproteção e a falta de informação.', 'A série da Netflix ""Atypical"", retrata o cotidiano de Sam, um adolescente autista que decide buscar sua independência e autoconhecimento na escola e na vida pessoal. Porém, sua mãe é superprotetora que tenta impedir sua autonomia, mantendo-o dentro de um mundo onde nada de ruim poderá acontecer a ele. Essa atitude impede que o indivíduo explore suas dificuldades, habilidades, afetando seu desenvolvimento pessoal, relações sociais e com o mundo a sua volta. ', 'Também faz com que se tornem adultos inseguros, dependentes e que pensam que não são bons o suficiente. Infelizmente essa parcela da população passa por diversas situações por causa das pessoas não compreenderem sua condição e pelos familiares não saberem como lidar com o seu comportamento. A partir disso, nota-se que essa atitude é um problema para o desenvolvimento do autista. ', 'De acordo com o Artigo 58 do capítulo V da Lei de Diretrizes e Bases da Educação Nacional (LDB). Entende-se por educação especial, para os efeitos desta Lei, a modalidade de educação escolar, oferecida preferencialmente na rede regular de ensino, para educandos portadores de necessidades especiais. Por isso é necessário um plano de ensino que respeite a capacidade de cada aluno e que proponha atividades diversificadas para todos e considere o conhecimento que cada aluno traz para a escola. Em conjunto com isso, a falta de informação tem se tornado um grande problema. Ao falarmos sobre o transtorno, muitos estereótipos e preconceitos ainda são comuns na sociedade principalmente a falta de conhecimento das pessoas sobre o assunto. ', 'Portanto, para erradicar o problema, é preciso que o governo - órgão responsável pelos Três Poderes - promova campanhas de orientação sobre o autismo e implemente-as nas escolas e na mídia, por meio de rodas de conversa, palestras e propagandas publicitárias, a fim de promover maior domínio sobre esse transtorno e a importância da inclusão das pessoas portadoras na sociedade . Além disso, esse órgão, em conjunto com o Ministério da Educação, deve proporcionar cursos de capacitação para educadores, com o intuito de prepará-los para possíveis situações envolvendo alunos especiais e, consequentemente, desenvolver a inteligência dos indivíduos de forma segura. Só assim o preconceito e a exclusão que assola o Brasil se extinguirá.']",Sintaxe boa,Poucos desvios,4,Abordagem completa,Nenhuma parte embrionária,Conclusão é finalizada,Legitimado,Pertinente ao tema,Com uso improdutivo,4,Com direção,Projeto de texto com poucas falhas,"Desenvolvimento da maior parte das informações, fatos e opiniões",Sem contradição grave,4,Presença constante de elementos coesivos inter e/ou intraparágrafos,Poucas repetições,Poucas inadequações,Não é um monobloco,4,Proposta respeita os direitos humanos,Proposta aborda completamente o tema,5 elementos válidos,Não possui estrutura condicional,5
